command: /Users/marcosadriano/learning/mestrado/optimization/src/branch_and_bound --portfolio /Users/marcosadriano/learning/mestrado/optimization/inputs/port1.txt --k 10 - -
cwd: /Users/marcosadriano/learning/mestrado/optimization/src
started: 2026-06-15T09:10:32.983452

generation,risk,expectedReturn
1,0.00124104424478363,0.0060012205021933666
1,0.00084852132934859178,0.0047475920744941549
1,0.0010115565039513935,0.0052265106037281154
1,0.0011293893620655236,0.0054257640335873703
1,0.00083096561222210149,0.0028670539259183525
1,0.0011421857217936953,0.0054783838853900485
2,0.00084852132934859178,0.0047475920744941549
2,0.0010115565039513935,0.0052265106037281154
2,0.00080441202773414593,0.0044735831037351461
2,0.0011928858971525674,0.0061415297536843334
2,0.00077867744228198455,0.0043079113466383927
2,0.0018357975151438691,0.0072306526952732771
2,0.00098893794971879586,0.0047696498218691976
2,0.0016994425445741178,0.0069000580643586119
2,0.00075164605538119379,0.0034155495862649302
2,0.0010148388753047424,0.0056167297645625834
2,0.0011746834705416668,0.0057891219269065449
2,0.0012567047999988751,0.0062435455537882675
3,0.00084852132934859178,0.0047475920744941549
3,0.00080441202773414593,0.0044735831037351461
3,0.0011928858971525674,0.0061415297536843334
3,0.00077867744228198455,0.0043079113466383927
3,0.00075164605538119379,0.0034155495862649302
3,0.0010148388753047424,0.0056167297645625834
3,0.001080979124334589,0.0057896684623913973
3,0.0013433855534801986,0.0069522592583462963
3,0.0013420900724523701,0.0067289806442478242
3,0.0020109457087648542,0.0072856046232197954
3,0.0012241011592966694,0.0064364968076575969
3,0.0035056375304279856,0.0090901501297898923
3,0.0011892562301730066,0.0059510796755479333
3,0.0020371694620388895,0.0077779145256922583
3,0.00087596741027162262,0.0049164201322664637
3,0.0013103694458167722,0.0065234356289440012
3,0.0016876848169341818,0.0072686308085660976
3,0.0010189532194388501,0.0057023673712956573
3,0.0027897172573322633,0.0079041153857420735
3,0.0031305565003864437,0.0088556026752300825
3,0.00088167818322225854,0.0055282575557083092
3,0.00071662003429029311,0.0033381523780249287
3,0.0014777687297727494,0.0071368372191550518
4,0.00084852132934859178,0.0047475920744941549
4,0.00080441202773414593,0.0044735831037351461
4,0.00077867744228198455,0.0043079113466383927
4,0.00075164605538119379,0.0034155495862649302
4,0.0012241011592966694,0.0064364968076575969
4,0.0035056375304279856,0.0090901501297898923
4,0.00088167818322225854,0.0055282575557083092
4,0.00071662003429029311,0.0033381523780249287
4,0.0010964529355469588,0.0063967870414760805
4,0.0012133399385783402,0.006420347047931472
4,0.00087340036882362483,0.0049640212910029482
4,0.0012866804645836941,0.0068355219092433627
4,0.001777431651586068,0.0075966545031333956
4,0.0010826940217024154,0.0060745202917503269
4,0.0010310054501117248,0.0059753408312168393
4,0.0013117610704879558,0.0071664261131344029
4,0.0020894380013951643,0.0079896326166674098
4,0.0028235081198749613,0.0090492670355079487
4,0.0012798618612379373,0.0064707712914466291
4,0.0010853053453114226,0.0063879713154845162
4,0.0009868393796896508,0.0057316894497755465
4,0.0020142788137366887,0.0077868448308310786
4,0.0021486473443794525,0.0079989125938281867
4,0.0022345568944258445,0.0082686308101109166
4,0.0026597994686353562,0.0089044988210793159
4,0.0024566341175740508,0.0084263929316207853
4,0.00099673275124805569,0.0057775571454523993
4,0.00076951512194992566,0.0039533616445855775
4,0.00070594480901468263,0.0029692275176709318
4,0.0027508523018654552,0.0089960852079283213
4,0.0014546970125515241,0.0075873758182597936
4,0.0023021748416599229,0.0083424392551027793
4,0.00083827066836875727,0.0045426736275284681
5,0.00084852132934859178,0.0047475920744941549
5,0.0035056375304279856,0.0090901501297898923
5,0.00088167818322225854,0.0055282575557083092
5,0.0010964529355469588,0.0063967870414760805
5,0.0012866804645836941,0.0068355219092433627
5,0.001777431651586068,0.0075966545031333956
5,0.0013117610704879558,0.0071664261131344029
5,0.0028235081198749613,0.0090492670355079487
5,0.0010853053453114226,0.0063879713154845162
5,0.0026597994686353562,0.0089044988210793159
5,0.0027508523018654552,0.0089960852079283213
5,0.0014546970125515241,0.0075873758182597936
5,0.0012906218431537682,0.0069202115029686059
5,0.00082313052469984709,0.0046928745606428157
5,0.002092268273105265,0.0084272053084760382
5,0.00085426433400568507,0.004901017348551924
5,0.0013773985480976649,0.0072888405562937216
5,0.00075599539753037513,0.0045502309804582803
5,0.001943022259570572,0.0083243131510840306
5,0.0035150880062548347,0.0096940184839582402
5,0.0039600334561311207,0.0099456625912610671
5,0.0010085107323316565,0.0059455662280514408
5,0.00095149600265632245,0.005847727007782977
5,0.00073484880824483897,0.0043369372079534833
5,0.00091904549347564734,0.0056175417314679671
5,0.0013046603509928637,0.0070004035057586404
5,0.0010266948358105541,0.0062060534430605826
5,0.0037749776223573559,0.0097954966777262561
5,0.00091932014478397208,0.0056848485767498963
5,0.0018429540459636111,0.0076398225898834009
5,0.00096164107019782721,0.005903451887092152
5,0.00070926761729491177,0.0034963411841136159
5,0.0025677675528502728,0.008813460845432693
5,0.0023951014505287872,0.0085838196516296213
5,0.0011173342155104842,0.0066524712611165876
5,0.001850901858951917,0.0077238072453344108
5,0.0010623055036880573,0.0063822564307724084
5,0.0008589449583093088,0.0053082166462167122
5,0.00089940064448566044,0.0055718085874890662
5,0.00070277351563629469,0.0034337029960810951
5,0.0012537187772173747,0.0068154274512085625
5,0.00069609635644968747,0.0030704688652296438
6,0.0013117610704879558,0.0071664261131344029
6,0.0014546970125515241,0.0075873758182597936
6,0.0012906218431537682,0.0069202115029686059
6,0.00082313052469984709,0.0046928745606428157
6,0.002092268273105265,0.0084272053084760382
6,0.00085426433400568507,0.004901017348551924
6,0.0013773985480976649,0.0072888405562937216
6,0.00075599539753037513,0.0045502309804582803
6,0.001943022259570572,0.0083243131510840306
6,0.0035150880062548347,0.0096940184839582402
6,0.00095149600265632245,0.005847727007782977
6,0.00073484880824483897,0.0043369372079534833
6,0.0013046603509928637,0.0070004035057586404
6,0.0010266948358105541,0.0062060534430605826
6,0.00096164107019782721,0.005903451887092152
6,0.0025677675528502728,0.008813460845432693
6,0.0011173342155104842,0.0066524712611165876
6,0.0008589449583093088,0.0053082166462167122
6,0.00086998827291080217,0.0056698386454274779
6,0.0018423576912258498,0.008120151533727013
6,0.00083882189279387888,0.0048072922889045907
6,0.0012522868571235109,0.0069014873976649483
