command: /Users/marcosadriano/learning/mestrado/optimization/src/nsgaii --portfolio /Users/marcosadriano/learning/mestrado/optimization/inputs/port3.txt --k 10
cwd: /Users/marcosadriano/learning/mestrado/optimization/src
started: 2026-06-11T12:35:57.550555

generation,risk,expectedReturn
1,0.00038581999933909805,0.0041089301964206699
1,0.00033959513287417102,0.003924760309562088
1,0.00030171047198178846,0.0031476532299188095
1,0.0002761838593928937,0.0017514341749396466
1,0.00029924176730720812,0.0022698939944042671
1,0.00030743424220244396,0.0036710612908442517
1,0.0002999405966963861,0.0027719119029825071
1,0.00047624569141173123,0.004644731114395023
1,0.00075754874832147199,0.0046927456059466651
1,0.00030031947215084745,0.0028029145359793079
1,0.00041472950755480154,0.0042027840135919091
1,0.00040869735557807877,0.0041582173987088815
1,0.00033644869509007013,0.00376239891202651
2,0.00033959513287417102,0.003924760309562088
2,0.00030171047198178846,0.0031476532299188095
2,0.0002761838593928937,0.0017514341749396466
2,0.00029924176730720812,0.0022698939944042671
2,0.00030743424220244396,0.0036710612908442517
2,0.0002999405966963861,0.0027719119029825071
2,0.00047624569141173123,0.004644731114395023
2,0.00030031947215084745,0.0028029145359793079
2,0.00033644869509007013,0.00376239891202651
2,0.00028328125681918357,0.0021171271697007893
2,0.0005541423950882658,0.0047041963376377545
2,0.00038356758052430926,0.004124578592587593
2,0.0003393398985405585,0.0038352724291071377
2,0.00042389299369984077,0.0046020400705697401
2,0.00057624635087559842,0.0055746116841541519
2,0.00039326774773872937,0.0044816923577642208
2,0.00029632142459426936,0.0022381291663768422
3,0.0002761838593928937,0.0017514341749396466
3,0.00030743424220244396,0.0036710612908442517
3,0.00033644869509007013,0.00376239891202651
3,0.00042389299369984077,0.0046020400705697401
3,0.00057624635087559842,0.0055746116841541519
3,0.00039326774773872937,0.0044816923577642208
3,0.00033673623293301952,0.0040098097459646985
3,0.00046727016270490976,0.0051912462017366396
3,0.00028719474316573533,0.0028599342441786484
3,0.00038280399980517412,0.004462050676029148
3,0.00029901959852567865,0.0036614964358869305
3,0.00035265873753898241,0.0042535154276991411
3,0.00033005692099179646,0.0037583183425631255
3,0.00029319784887723053,0.0032472434250727564
3,0.0013788379915971633,0.0079575296610999106
3,0.00027684301075165269,0.0025552308513160996
3,0.00070920041397649642,0.0062351313603745944
3,0.00048233664185544372,0.0054278514752985714
3,0.00045150572921214303,0.0047425878329464023
3,0.00028748145923140309,0.0030583367501182657
3,0.00083312702551787917,0.0063213821430638814
4,0.00030743424220244396,0.0036710612908442517
4,0.00057624635087559842,0.0055746116841541519
4,0.00039326774773872937,0.0044816923577642208
4,0.00046727016270490976,0.0051912462017366396
4,0.00028719474316573533,0.0028599342441786484
4,0.00038280399980517412,0.004462050676029148
4,0.00029901959852567865,0.0036614964358869305
4,0.00029319784887723053,0.0032472434250727564
4,0.0013788379915971633,0.0079575296610999106
4,0.00027684301075165269,0.0025552308513160996
4,0.00070920041397649642,0.0062351313603745944
4,0.00048233664185544372,0.0054278514752985714
4,0.00028748145923140309,0.0030583367501182657
4,0.00040163384006914411,0.0048578748356432663
4,0.00024537181752091119,0.0023207947092321124
4,0.00092520184198383829,0.0068064957615932963
4,0.00032781000531227085,0.0044079716137529635
4,0.00043674086885188662,0.0051579580882737449
4,0.00031871488951302639,0.0039681965412718574
4,0.00031622943852923301,0.0038140571983100269
4,0.0010701701929255541,0.0071388014167156561
4,0.0012878034877542807,0.0076302902668614978
4,0.00076772913817972199,0.0066951634803054348
4,0.00060376889803209158,0.0060820748233961627
4,0.00029732648327525406,0.0035165510555361713
5,0.00030743424220244396,0.0036710612908442517
5,0.00029901959852567865,0.0036614964358869305
5,0.0013788379915971633,0.0079575296610999106
5,0.00070920041397649642,0.0062351313603745944
5,0.00040163384006914411,0.0048578748356432663
5,0.00024537181752091119,0.0023207947092321124
5,0.00032781000531227085,0.0044079716137529635
5,0.00043674086885188662,0.0051579580882737449
5,0.00031871488951302639,0.0039681965412718574
5,0.0010701701929255541,0.0071388014167156561
5,0.0012878034877542807,0.0076302902668614978
5,0.00060376889803209158,0.0060820748233961627
5,0.0011745680163308416,0.0074170753175255904
5,0.00044568611724031407,0.0054316490803599298
5,0.00046419591627847154,0.0057831623548603378
5,0.00038884713816107253,0.004588859037579736
5,0.00026967399021028915,0.0024260939960374342
5,0.00054019575889194683,0.0059299309189577093
5,0.00031202251414969939,0.0038468508939414861
5,0.00043872079404672147,0.0052521781644057986
5,0.0002765410889693242,0.0030566699073993541
5,0.0002851194846508408,0.0035849708840327661
5,0.00035349661930077209,0.0045531505842701381
5,0.0005948159516986827,0.0059491327092608829
5,0.00063060687960271339,0.0061685921748334547
5,0.00039640258505545321,0.0045995394986390681
5,0.00073840809450797888,0.0069463258763755292
5,0.00032017794523821148,0.0041494437357503869
6,0.0013788379915971633,0.0079575296610999106
6,0.00040163384006914411,0.0048578748356432663
6,0.00024537181752091119,0.0023207947092321124
6,0.0012878034877542807,0.0076302902668614978
6,0.00060376889803209158,0.0060820748233961627
6,0.0011745680163308416,0.0074170753175255904
